symbol,timestamp,open,high,low,close,adjusted close,volume,dividend amount
MMM,2000-08-31,90.5000,97.4400,88.8800,93.0200,24.8702,23958600,0.5800
MMM,2000-07-31,83.0000,91.6300,83.0000,90.0600,23.9341,24232500,0.0000
MMM,2000-06-30,86.0600,87.8800,80.4400,83.0000,22.0579,30194200,0.0000
MMM,2000-05-31,86.6900,91.3100,83.2500,86.5600,23.0040,25995400,0.5800
MMM,2000-04-28,89.3800,98.3100,85.3100,86.6300,22.8718,34480000,0.0000
MMM,2000-03-31,87.1900,94.6300,78.1900,88.5600,23.3814,43561100,0.0000
MMM,2000-02-29,94.3800,96.1900,81.3100,88.1900,23.2837,33435200,0.5800
MMM,2000-01-31,96.0600,103.8000,90.2500,93.6300,24.5656,34253500,0.0000
MMM,1999-12-31,94.6900,100.8000,91.8800,97.8800,25.6807,23581100,0.0000
AXP,2023-09-01,159.0700,160.1600,158.7100,159.6200,159.6200,2195658,0.0000
AXP,2023-08-31,167.9500,169.8050,157.3294,157.9900,157.9900,53848022,0.0000
AXP,2023-07-31,174.3000,178.7870,163.1700,168.8800,168.8800,61314390,0.6000
AXP,2023-06-30,159.0600,177.0400,158.2300,174.2000,173.5907,63737208,0.0000
AXP,2023-05-31,161.8500,161.8500,146.2750,158.5600,158.0054,65407276,0.0000
AXP,2023-04-28,164.1100,166.5500,154.0100,161.3400,160.7757,60871010,0.6000
AXP,2023-03-31,173.5100,180.5150,154.9000,164.9500,163.7631,90830651,0.0000
AXP,2023-02-28,173.3800,182.1500,171.0800,173.9900,172.7380,56741203,0.0000
AXP,2023-01-31,149.5400,177.8600,144.2000,174.9300,173.6712,80777285,0.5200
AXP,2022-12-30,157.7200,161.5500,142.7200,147.7500,146.1678,53953591,0.0000
AXP,2022-11-30,149.9600,158.8800,138.7700,157.5900,155.9024,59588876,0.0000
AXP,2022-10-31,137.9500,150.9100,130.6500,148.4500,146.8603,75510462,0.5200
AXP,2022-09-30,150.8200,163.4500,134.6150,134.9100,132.9768,66252580,0.0000
AXP,2022-08-31,152.8400,166.0600,150.8400,152.0000,149.8219,54976973,0.0000
AXP,2022-07-29,138.0700,160.8800,134.1200,154.0200,151.8129,78378421,0.0000
AXP,2022-06-30,168.7000,170.2590,134.3000,138.6200,136.6336,76144920,0.5200
AXP,2022-05-31,174.6520,178.1700,149.7100,168.8200,165.7789,68020551,0.0000
AXP,2022-04-29,188.2000,192.4200,174.0000,174.7100,171.5628,67036471,0.5200
AXP,2022-03-31,194.6700,194.7700,155.7200,187.0000,183.1094,102429917,0.0000
AXP,2022-02-28,179.9200,199.5500,179.0000,194.5400,190.4925,78105887,0.0000
